delt,growth,USA,EUR,JAP,CHN,BRA,IND,ROW
0.09999999999999995,0.0193802653046008,1.0203334463502214,1.0198158611039856,1.022823200572227,1.019388755436721,1.0193805141547079,1.0201527604616814,0.90409393308657
0.10427538888537678,0.01935124063615536,1.0197777041184939,1.0191857475826578,1.022171130982599,1.018833774236878,1.0188274466669918,1.0195626002654312,0.9074364042414031
0.10873356727196562,0.019322398611860015,1.0192242377052423,1.0185612063992668,1.021521796382827,1.018283027364801,1.0182784217504708,1.0189778438543318,0.9107417215150503
0.11338235012178488,0.019293750156228966,1.018673260862207,1.0179425390524488,1.020875663313299,1.0177366836148407,1.0177336178587857,1.0183986446927167,0.9140062038095014
0.1182298865168707,0.019265306376300452,1.0181249969173713,1.0173300371023277,1.0202332028648418,1.0171949153928148,1.0171932171447955,1.017825157923561,0.9172263058742927
0.12328467394420639,0.019237078599409364,1.0175796796870622,1.016723983119651,1.0195948890204551,1.0166578995293434,1.016657406220278,1.0172575414370284,0.9203986322207212
0.12855557319139005,0.019209078404349225,1.017037554190804,1.0161246516016593,1.018961196943944,1.016125817962675,1.0161263767857311,1.0166959567896836,0.9235199501567205
0.13405182387914735,0.019181317645270764,1.016498877148443,1.015532309830523,1.0183326012431824,1.0155988582786617,1.015600326118721,1.0161405699620711,0.9265872018485025
0.1397830606579212,0.019153809981102162,1.015963945970422,1.0149471387126765,1.0177096053360757,1.0150772424358037,1.0150797306463544,1.0155915814397563,0.9295973887848179
0.1457593300969294,0.019126566566146752,1.0154330169603996,1.0143694482197352,1.0170926511593112,1.0145611461618,1.0145645852211145,1.0150491424946524,0.9325479386147657
0.15199110829529322,0.019099599706473683,1.014906374214477,1.013799510409052,1.016482192341654,1.0140507674692536,1.0140550277256424,1.014513426661584,0.9354364156446204
0.15848931924611118,0.01907292244238914,1.0143843214989339,1.0132375705641359,1.0158786843348897,1.013546318909045,1.0135512804337548,1.0139846218250164,0.9382605589477324
0.16526535398566877,0.019046548862440574,1.0138671879288765,1.0126838166447032,1.015282589739141,1.0130480335074517,1.0130535858171317,1.0134630772183615,0.9410182591917207
0.17233109056135065,0.019020495082508967,1.0133553464187803,1.0121382867560398,1.0146943977181775,1.012556183181336,1.0125622249832404,1.0129495385901632,0.9437074728068032
0.17969891485325926,0.018994770981587587,1.012849054771226,1.0116014573899612,1.0141144528374872,1.0120709240144876,1.0120773625139938,1.012443461799637,0.946326927136125
0.18738174228603832,0.018969390468323445,1.0123486512971516,1.01107355605882,1.013543166032587,1.0115924884977419,1.0115992391945983,1.0119450553652458,0.9488752522743841
0.19539304046896094,0.018944367537582163,1.0118544788896984,1.0105548050654463,1.0129809333170414,1.0111211117493835,1.0111280980299318,1.0114545303828313,0.9513513060175475
0.20374685280397067,0.01891971620322192,1.0113668830126277,1.0100454209165146,1.0124281344103565,1.010657030282507,1.010664183000842,1.0109720993650617,0.9537541727736658
0.2124578231030568,0.018895450423395348,1.0108862095193092,1.0095456135852658,1.0118851314135187,1.0102004806266047,1.0102077376791148,1.0104979749268508,0.9560831610788245
0.22154122125811826,0.01887158401949984,1.010412802338516,1.0090555856404209,1.0113522675354585,1.0097516978245589,1.0097590037220259,1.0100323683387904,0.9583377997648016
0.2310129700083159,0.018848025588812434,1.009945112854252,1.0086159996143096,1.0108267976313028,1.0093089272593656,1.0093162391152943,1.0095733752398421,0.9605090840684363
0.24088967285183027,0.018824882700527346,1.009485164804732,1.0081894776338136,1.0103117449125876,1.0088741794734952,1.0088814543737552,1.0091230976826215,0.9626055772024454
0.25118864315095785,0.01880217729372023,1.009033444298512,1.0077726857898115,1.0098076522920085,1.0084478466869615,1.0084550464507507,1.0086819159042548,0.964628178045411
0.26192793448156265,0.018779921968543445,1.0085902669738722,1.0073657417296313,1.0093147827320712,1.008030145607271,1.0080372369336639,1.0082500242181254,0.9665772086880231
0.27312637228008435,0.018758128742155485,1.0081559345543518,1.0069687530511602,1.0088333754482037,1.007621283073064,1.0076282371599619,1.0078276073778345,0.9684531742665471
0.28480358684358,0.018736807829515187,1.0077307563935465,1.0065817748740835,1.0083636239959601,1.0072214285700705,1.0072282256768694,1.0074148180257265,0.9702567222997239
0.2969800477406449,0.018715858407800347,1.0073132939722036,1.006214988972301,1.0079035160570766,1.0068286640550261,1.0068352820650175,1.0070096813739013,0.9719895675575212
0.3096770996935352,0.018695326633469594,1.0069040287096147,1.005868531298937,1.0074539163409852,1.0064438701665372,1.0064502742947108,1.0066130362207288,0.9736528570334657
0.32291699999438966,0.01867532620437149,1.00650515634556,1.0055321740057404,1.007017042889818,1.0060691484031425,1.00607532235806,1.0062270300584213,0.9752465777465275
0.336722957521142,0.01865586273006715,1.0061168371242835,1.0052059359999193,1.0065929614684732,1.0057045907918976,1.0057105212925765,1.0058517331590229,0.9767720047670353
0.351119173421513,0.018636863936950514,1.0057409567025533,1.0048864169427787,1.0061802741196881,1.0053488467282239,1.0053545274230378,1.0054857770992178,0.9782286972323417
0.3661308835364033,0.018618316709605957,1.005377853263214,1.0045727998509197,1.0057786473995391,1.0050016596860785,1.0050070871669174,1.005128879675064,0.9796196359408696
0.3817844026370505,0.01860057759441356,1.0050177032984309,1.0042726484720803,1.005391479836608,1.0046694758626529,1.0046745630118135,1.0047870030427843,0.9811345179460863
0.3981071705534971,0.01858326593104543,1.004665909009287,1.0039795133964105,1.0050144166009447,1.004345364902587,1.00435011150148,1.004453626517343,0.9826098499236456
0.4151278002752295,0.018566594924071866,1.0043269238550554,1.0036983377625017,1.0046520674690596,1.0040333047407415,1.004037717557477,1.0041328100805487,0.9840119914541151
0.4328761281083058,0.01855059639116309,1.0040014797077637,1.0034297930646823,1.0043050699921976,1.0037338825834747,1.003737970017586,1.0038251344798004,0.9853365470024628
0.4513832659768976,0.01853526040146084,1.0036894329205648,1.0031735967717452,1.0039731359876785,1.0034469047030008,1.0034506760383304,1.003530380829455,0.9865864347568979
0.47068165596092476,0.018520576078196543,1.00339061191785,1.0029294549357215,1.0036559584040905,1.0031721605014636,1.003175625711463,1.0032483144584448,0.9877645843321226
0.49080512716538555,0.01850653162474548,1.003104818307473,1.0026970627059875,1.0033532124576219,1.002909422929792,1.0029125925077491,1.0029786852826488,0.98887392422811
0.5117889550210738,0.018493114362822378,1.0028318282744477,1.0024761050347732,1.0030645569282728,1.0026584491378656,1.0026613339495107,1.0027212284115106,0.9899173701344173
0.5336699231206308,0.018480196592530352,1.0025738988179047,1.0022621336130624,1.0027870211407959,1.0024168592136602,1.0024194795619907,1.0024735462897028,0.9908951683670765
0.5564863876983291,0.018467758961909154,1.0023308286549457,1.002054628754201,1.0025201102550292,1.0021842868237698,1.0021866634417358,1.002235252346106,0.9918101318255286
0.5802783448666183,0.01845591330258126,1.0020995369559764,1.0018578296447413,1.002266344520859,1.0019628043946973,1.001964947817892,1.0020083958500041,0.9926680299726721
0.6050875007272941,0.018444647711165586,1.0018796344632155,1.0016710870236658,1.00202539460649,1.0017521369652842,1.0017541058094634,1.0017927319275153,0.9934723166332525
