delt,growth,USA,EUR,JAP,CHN,BRA,IND,ROW
0.0999999999999971,0.012893789503927784,0.9209233347908281,1.0290877465405759,1.0315063865848442,1.0134742533131045,1.0242747927601994,1.0289332751174873,1.0406698867606476
0.10427538888537571,0.012864997682656896,0.9216073205899248,1.0286642078987653,1.03104623677911,1.0132631475041614,1.0239584516550881,1.0285574333251937,1.0401401874243956
0.10873356727196558,0.012835424395088972,0.9223197783011976,1.0282303351803255,1.0305749436945066,1.013047110713166,1.0236333392122856,1.0281711742565753,1.039595850768038
0.11338235012178241,0.012805067115885485,0.9230616175079779,1.0277861739444751,1.0300925624215793,1.0128261845692736,1.0232994166165414,1.027774449913353,1.0390368115096589
0.11822988651686968,0.012773924916468725,0.9238337384282458,1.0273317948014982,1.0295991753647191,1.0126004238334827,1.0229566627084477,1.0273672329845667,1.0384630335669522
0.12328467394420592,0.012741998572764415,0.9246370262537659,1.0268672947027124,1.0290948936309898,1.0123698969759356,1.0226050752440967,1.0269495183299608,1.0378745121561288
0.1285555731913875,0.012709290670755664,0.9254723449142626,1.0263927981681364,1.0285798583508807,1.0121346867091516,1.022244672135048,1.0265213244419167,1.0372712758631246
0.13405182387914577,0.012675805708585489,0.9263405302596992,1.0259084584339297,1.0280542419118555,1.011894890467668,1.0218754926542113,1.0260826948691544,1.0366533886635696
0.13978306065791848,0.01264155019383444,0.9272423826620819,1.025414458500717,1.0275182490843777,1.0116506208241995,1.0214975985918666,1.0256336995837625,1.0360209518657568
0.14575933009692874,0.012606532734500065,0.9281786590482748,1.024911012062963,1.0269721180190197,1.0114020058320803,1.0211110753447938,1.0251744362717434,1.0353741059487735
0.15199110829529242,0.0125707641221246,0.9291500643867086,1.024398364298778,1.0264161210925578,1.0111491892836937,1.0207160329204978,1.0247050315259563,1.0347130322661333
0.15848931924611084,0.012534257405449256,0.9301572426638579,1.0238767924993122,1.0258505655805854,1.0108923308746185,1.020312606837673,1.0242256419193698,1.0340379545837302
0.16526535398566594,0.012497027952936451,0.9312007674006096,1.0233466065167232,1.0252757941340598,1.0106316062635214,1.0199009589034835,1.0237364549358408,1.0333491404199155
0.17233109056135038,0.012459093502489565,0.9322811317741726,1.0228081490101668,1.0246921850376112,1.0103672070183414,1.0194812778480487,1.0232376897353035,1.0326469021549805
0.17969891485325884,0.01242047419672462,0.9333987384276319,1.0222617954701538,1.0241001522284483,1.0100993404400969,1.01905377979672,1.0227295977304995,1.03193159787743
0.1873817422860368,0.012381039130721208,0.9345633476884474,1.0217062968876405,1.0234984182860825,1.0098273874053982,1.0186169928039737,1.0222106142714018,1.031197261895999
